line,gender
That’s not so good now.,male
What,male
If I had said I had seen him do you wrong?,male
"Or heard him say (as knaves be such abroad,",male
"Who having, by their own importunate suit,",male
"Or voluntary dotage of some mistress,",male
"Convinced or supplied them, cannot choose",male
But they must blab.),male
Hath he said anything?,male
"He hath, my lord, but be you well assur’d,",male
No more than he’ll unswear.,male
What hath he said?,male
"Faith, that he did—I know not what he did.",male
What? What?,male
Lie.,male
With her?,male
"With her, on her, what you will.",male
Lie with her! lie on her!—We say lie on her when they belie her.—Lie,male
with her! that’s fulsome. Handkerchief—confessions—handkerchief! To,male
"confess, and be hanged for his labour. First, to be hanged, and then to",male
confess. I tremble at it. Nature would not invest herself in such,male
shadowing passion without some instruction. It is not words that shake,male
"me thus. Pish! Noses, ears, and lips. Is’t",male
possible?—Confess?—handkerchief?—O devil!—,male
,male
"Work on,",male
"My medicine, work! Thus credulous fools are caught,",male
"And many worthy and chaste dames even thus,",male
"All guiltless, meet reproach. What, ho! my lord!",male
"My lord, I say! Othello!",male
Enter Cassio.,male
"How now, Cassio!",male
My lord is fallen into an epilepsy.,male
This is his second fit. He had one yesterday.,male
"No, forbear;",male
The lethargy must have his quiet course.,male
"If not, he foams at mouth, and by and by",male
"Breaks out to savage madness. Look, he stirs:",male
"Do you withdraw yourself a little while,",male
"He will recover straight. When he is gone,",male
I would on great occasion speak with you.,male
,male
"How is it, general? Have you not hurt your head?",male
Dost thou mock me?,male
"I mock you? No, by heaven.",male
Would you would bear your fortune like a man!,male
A horned man’s a monster and a beast.,male
"There’s many a beast, then, in a populous city,",male
And many a civil monster.,male
Did he confess it?,male
"Good sir, be a man.",male
Think every bearded fellow that’s but yok’d,male
May draw with you. There’s millions now alive,male
That nightly lie in those unproper beds,male
Which they dare swear peculiar: your case is better.,male
"O, ’tis the spite of hell, the fiend’s arch-mock,",male
"To lip a wanton in a secure couch,",male
"And to suppose her chaste! No, let me know,",male
"And knowing what I am, I know what she shall be.",male
"O, thou art wise, ’tis certain.",male
"Stand you awhile apart,",male
Confine yourself but in a patient list.,male
"Whilst you were here o’erwhelmed with your grief,",male
(A passion most unsuiting such a man),male
"Cassio came hither. I shifted him away,",male
"And laid good ’scuse upon your ecstasy,",male
"Bade him anon return, and here speak with me,",male
"The which he promis’d. Do but encave yourself,",male
"And mark the fleers, the gibes, and notable scorns,",male
That dwell in every region of his face;,male
"For I will make him tell the tale anew,",male
"Where, how, how oft, how long ago, and when",male
"He hath, and is again to cope your wife:",male
"I say, but mark his gesture. Marry, patience,",male
"Or I shall say you are all in all in spleen,",male
And nothing of a man.,male
"Dost thou hear, Iago?",male
I will be found most cunning in my patience;,male
"But,—dost thou hear?—most bloody.",male
That’s not amiss.,male
But yet keep time in all. Will you withdraw?,male
,male
"Now will I question Cassio of Bianca,",male
A housewife that by selling her desires,male
Buys herself bread and clothes: it is a creature,male
"That dotes on Cassio, (as ’tis the strumpet’s plague",male
To beguile many and be beguil’d by one.),male
"He, when he hears of her, cannot refrain",male
From the excess of laughter. Here he comes.,male
Enter Cassio.,male
"As he shall smile Othello shall go mad,",male
And his unbookish jealousy must construe,male
"Poor Cassio’s smiles, gestures, and light behaviour",male
"Quite in the wrong. How do you now, lieutenant?",male
"Ply Desdemona well, and you are sure on’t.",male
" Now, if this suit lay in Bianca’s power,",male
How quickly should you speed!,male
 Look how he laughs already!,male
I never knew a woman love man so.,male
 Now he denies it faintly and laughs it out.,male
"Do you hear, Cassio?",male
Now he importunes him,male
"To tell it o’er. Go to, well said, well said.",male
She gives it out that you shall marry her.,male
Do you intend it?,male
"Do you triumph, Roman? Do you triumph?",male
"So, so, so, so. They laugh that wins.",male
"Faith, the cry goes that you shall marry her.",male
I am a very villain else.,male
Have you scored me? Well.,male
Iago beckons me. Now he begins the story.,male
"Crying, “O dear Cassio!” as it were: his gesture imports it.",male
"Now he tells how she plucked him to my chamber. O, I see that nose of",male
"yours, but not that dog I shall throw it to.",male
Before me! look where she comes.,male
Enter Bianca.,male
"By heaven, that should be my handkerchief!",male
"After her, after her.",male
Will you sup there?,male
"Well, I may chance to see you, for I would very fain speak with you.",male
Go to; say no more.,male
,male
" How shall I murder him, Iago?",male
Did you perceive how he laughed at his vice?,male
O Iago!,male
And did you see the handkerchief?,male
Was that mine?,male
"Yours, by this hand: and to see how he prizes the foolish woman your",male
"wife! she gave it him, and he hath given it his whore.",male
"I would have him nine years a-killing. A fine woman, a fair woman, a",male
sweet woman!,male
"Nay, you must forget that.",male
"Ay, let her rot, and perish, and be damned tonight, for she shall not",male
"live. No, my heart is turned to stone; I strike it, and it hurts my",male
"hand. O, the world hath not a sweeter creature. She might lie by an",male
"emperor’s side, and command him tasks.",male
"Nay, that’s not your way.",male
"Hang her, I do but say what she is. So delicate with her needle, an",male
"admirable musician! O, she will sing the savageness out of a bear! Of",male
so high and plenteous wit and invention!,male
She’s the worse for all this.,male
"O, a thousand, a thousand times: and then of so gentle a condition!",male
"Ay, too gentle.",male
"Nay, that’s certain. But yet the pity of it, Iago! O Iago, the pity of",male
"it, Iago!",male
"If you are so fond over her iniquity, give her patent to offend, for if",male
"it touch not you, it comes near nobody.",male
I will chop her into messes. Cuckold me!,male
"O, ’tis foul in her.",male
With mine officer!,male
That’s fouler.,male
"Get me some poison, Iago; this night. I’ll not expostulate with her,",male
"lest her body and beauty unprovide my mind again. This night, Iago.",male
"Do it not with poison, strangle her in her bed, even the bed she hath",male
contaminated.,male
"Good, good. The justice of it pleases. Very good.",male
"And for Cassio, let me be his undertaker. You shall hear more by",male
midnight.,male
Excellent good.  What trumpet is that same?,male
"Enter Lodovico, Desdemona and Attendant.",male
"Something from Venice, sure. ’Tis Lodovico",male
"Come from the duke. See, your wife is with him.",male
"With all my heart, sir.",male
I kiss the instrument of their pleasures.,male
,male
"And what’s the news, good cousin Lodovico?",female
"I am very glad to see you, signior.",male
Welcome to Cyprus.,male
"Lives, sir.",male
"Cousin, there’s fall’n between him and my lord",female
"An unkind breach, but you shall make all well.",female
Are you sure of that?,male
My lord?,female
" “This fail you not to do, as you will—”",male
A most unhappy one. I would do much,female
"To atone them, for the love I bear to Cassio.",female
Fire and brimstone!,male
My lord?,female
Are you wise?,male
"What, is he angry?",female
"Trust me, I am glad on’t.",female
Indeed!,male
My lord?,female
I am glad to see you mad.,male
"Why, sweet Othello?",female
Devil!,male
,male
I have not deserv’d this.,female
"O devil, devil!",male
"If that the earth could teem with woman’s tears,",male
Each drop she falls would prove a crocodile.,male
Out of my sight!,male
I will not stay to offend you.,female
,female
Mistress!,male
My lord?,female
"What would you with her, sir?",male
"Ay, you did wish that I would make her turn.",male
"Sir, she can turn, and turn, and yet go on,",male
"And turn again. And she can weep, sir, weep;",male
"And she’s obedient, as you say, obedient,",male
Very obedient. Proceed you in your tears.,male
"Concerning this, sir,—O well-painted passion!",male
I am commanded home.—Get you away;,male
"I’ll send for you anon.—Sir, I obey the mandate,",male
"And will return to Venice.—Hence, avaunt!",male
,male
"Cassio shall have my place. And, sir, tonight,",male
I do entreat that we may sup together.,male
"You are welcome, sir, to Cyprus. Goats and monkeys!",male
,male
He is much chang’d.,male
He’s that he is. I may not breathe my censure,male
"What he might be. If what he might he is not,",male
I would to heaven he were!,male
"Faith, that was not so well; yet would I knew",male
That stroke would prove the worst!,male
"Alas, alas!",male
It is not honesty in me to speak,male
"What I have seen and known. You shall observe him,",male
And his own courses will denote him so,male
"That I may save my speech: do but go after,",male
And mark how he continues.,male
"You have seen nothing, then?",male
"Yes, you have seen Cassio and she together.",male
"What, did they never whisper?",male
Nor send you out o’ the way?,male
"To fetch her fan, her gloves, her mask, nor nothing?",male
That’s strange.,male
Bid her come hither. Go.,male
,male
She says enough. Yet she’s a simple bawd,male
"That cannot say as much. This is a subtle whore,",male
A closet lock and key of villainous secrets.,male
And yet she’ll kneel and pray. I have seen her do ’t.,male
Enter Desdemona and Emilia.,male
"My lord, what is your will?",female
"Pray, chuck, come hither.",male
What is your pleasure?,female
Let me see your eyes.,male
Look in my face.,male
What horrible fancy’s this?,female
" Some of your function, mistress,",male
"Leave procreants alone, and shut the door.",male
"Cough, or cry hem, if anybody come.",male
"Your mystery, your mystery. Nay, dispatch.",male
,male
"Upon my knees, what doth your speech import?",female
"I understand a fury in your words,",female
But not the words.,female
"Why, what art thou?",male
"Your wife, my lord, your true and loyal wife.",female
"Come, swear it, damn thyself,",male
"Lest, being like one of heaven, the devils themselves",male
Should fear to seize thee. Therefore be double-damn’d.,male
Swear thou art honest.,male
Heaven doth truly know it.,female
Heaven truly knows that thou art false as hell.,male
"To whom, my lord? With whom? How am I false?",female
"O Desdemona, away! away! away!",male
"Alas the heavy day, why do you weep?",female
"Am I the motive of these tears, my lord?",female
If haply you my father do suspect,female
"An instrument of this your calling back,",female
"Lay not your blame on me. If you have lost him,",female
"Why, I have lost him too.",female
Had it pleas’d heaven,male
"To try me with affliction, had they rain’d",male
"All kinds of sores and shames on my bare head,",male
"Steep’d me in poverty to the very lips,",male
"Given to captivity me and my utmost hopes,",male
I should have found in some place of my soul,male
"A drop of patience. But, alas, to make me",male
A fixed figure for the time of scorn,male
To point his slow unmoving finger at.,male
"Yet could I bear that too, well, very well:",male
"But there, where I have garner’d up my heart,",male
"Where either I must live or bear no life,",male
"The fountain from the which my current runs,",male
"Or else dries up, to be discarded thence,",male
Or keep it as a cistern for foul toads,male
"To knot and gender in!—turn thy complexion there,",male
"Patience, thou young and rose-lipp’d cherubin,",male
"Ay, there, look grim as hell!",male
I hope my noble lord esteems me honest.,female
"O, ay, as summer flies are in the shambles,",male
"That quicken even with blowing. O thou weed,",male
"Who art so lovely fair, and smell’st so sweet,",male
"That the sense aches at thee,",male
Would thou hadst ne’er been born!,male
"Alas, what ignorant sin have I committed?",female
"Was this fair paper, this most goodly book,",male
Made to write “whore” upon? What committed?,male
Committed! O thou public commoner!,male
"I should make very forges of my cheeks,",male
"That would to cinders burn up modesty,",male
Did I but speak thy deeds. What committed!,male
"Heaven stops the nose at it, and the moon winks;",male
"The bawdy wind, that kisses all it meets,",male
"Is hush’d within the hollow mine of earth,",male
And will not hear it. What committed!,male
Impudent strumpet!,male
"By heaven, you do me wrong.",female
Are not you a strumpet?,male
"No, as I am a Christian:",female
If to preserve this vessel for my lord,female
From any other foul unlawful touch,female
"Be not to be a strumpet, I am none.",female
"What, not a whore?",male
"No, as I shall be sav’d.",female
Is’t possible?,male
"O, heaven forgive us!",female
I cry you mercy then.,male
I took you for that cunning whore of Venice,male
"That married with Othello.—You, mistress,",male
Enter Emilia.,male
"That have the office opposite to Saint Peter,",male
"And keeps the gate of hell. You, you, ay, you!",male
We have done our course; there’s money for your pains.,male
"I pray you turn the key, and keep our counsel.",male
,male
"Faith, half asleep.",female
With who?,female
Who is thy lord?,female
"I have none. Do not talk to me, Emilia,",female
"I cannot weep, nor answer have I none",female
"But what should go by water. Prithee, tonight",female
"Lay on my bed my wedding sheets, remember,",female
And call thy husband hither.,female
"’Tis meet I should be us’d so, very meet.",female
"How have I been behav’d, that he might stick",female
The small’st opinion on my least misuse?,female
Enter Iago and Emilia.,female
"What is your pleasure, madam? How is’t with you?",male
I cannot tell. Those that do teach young babes,female
Do it with gentle means and easy tasks.,female
"He might have chid me so, for, in good faith,",female
I am a child to chiding.,female
"What’s the matter, lady?",male
"Am I that name, Iago?",female
"What name, fair lady?",male
Such as she says my lord did say I was.,female
Why did he so?,male
I do not know. I am sure I am none such.,female
"Do not weep, do not weep: alas the day!",male
It is my wretched fortune.,female
Beshrew him for’t!,male
How comes this trick upon him?,male
"Nay, heaven doth know.",female
"Fie, there is no such man. It is impossible.",male
"If any such there be, heaven pardon him!",female
Speak within door.,male
You are a fool. Go to.,male
"Alas, Iago,",female
What shall I do to win my lord again?,female
"Good friend, go to him. For by this light of heaven,",female
I know not how I lost him. Here I kneel.,female
"If e’er my will did trespass ’gainst his love,",female
"Either in discourse of thought or actual deed,",female
"Or that mine eyes, mine ears, or any sense,",female
"Delighted them in any other form,",female
"Or that I do not yet, and ever did,",female
"And ever will, (though he do shake me off",female
"To beggarly divorcement) love him dearly,",female
Comfort forswear me! Unkindness may do much;,female
"And his unkindness may defeat my life,",female
"But never taint my love. I cannot say “whore,”",female
It does abhor me now I speak the word;,female
To do the act that might the addition earn,female
Not the world’s mass of vanity could make me.,female
"I pray you, be content. ’Tis but his humour.",male
"The business of the state does him offence,",male
And he does chide with you.,male
"If ’twere no other,—",female
"’Tis but so, I warrant.",male
,male
"Hark, how these instruments summon to supper.",male
The messengers of Venice stay the meat.,male
"Go in, and weep not. All things shall be well.",male
,male
Enter Roderigo.,male
"How now, Roderigo?",male
What in the contrary?,male
"Will you hear me, Roderigo?",male
You charge me most unjustly.,male
"Well, go to, very well.",male
Very well.,male
You have said now.,male
"Why, now I see there’s mettle in thee, and even from this instant do",male
"build on thee a better opinion than ever before. Give me thy hand,",male
"Roderigo. Thou hast taken against me a most just exception, but yet I",male
"protest, I have dealt most directly in thy affair.",male
"I grant indeed it hath not appeared, and your suspicion is not without",male
"wit and judgement. But, Roderigo, if thou hast that in thee indeed,",male
"which I have greater reason to believe now than ever,—I mean purpose,",male
"courage, and valour,—this night show it. If thou the next night",male
"following enjoy not Desdemona, take me from this world with treachery",male
and devise engines for my life.,male
"Sir, there is especial commission come from Venice to depute Cassio in",male
Othello’s place.,male
"O, no; he goes into Mauritania, and takes away with him the fair",male
"Desdemona, unless his abode be lingered here by some accident: wherein",male
none can be so determinate as the removing of Cassio.,male
"Why, by making him uncapable of Othello’s place: knocking out his",male
brains.,male
"Ay, if you dare do yourself a profit and a right. He sups tonight with",male
"a harlotry, and thither will I go to him. He knows not yet of his",male
"honourable fortune. If you will watch his going thence, which I will",male
"fashion to fall out between twelve and one, you may take him at your",male
"pleasure: I will be near to second your attempt, and he shall fall",male
"between us. Come, stand not amazed at it, but go along with me. I will",male
show you such a necessity in his death that you shall think yourself,male
"bound to put it on him. It is now high supper-time, and the night grows",male
to waste. About it.,male
And you shall be satisfied.,male
,male
"Enter Othello, Lodovico, Desdemona, Emilia and Attendants.",male
"O, pardon me; ’twill do me good to walk.",male
Your honour is most welcome.,female
"Will you walk, sir?—",male
"O, Desdemona,—",male
My lord?,female
"Get you to bed on th’ instant, I will be return’d forthwith. Dismiss",male
your attendant there. Look ’t be done.,male
"I will, my lord.",female
,female
"He says he will return incontinent,",female
"He hath commanded me to go to bed,",female
And bade me to dismiss you.,female
"It was his bidding. Therefore, good Emilia,",female
"Give me my nightly wearing, and adieu.",female
We must not now displease him.,female
"So would not I. My love doth so approve him,",female
"That even his stubbornness, his checks, his frowns,—",female
"Prithee, unpin me,—have grace and favour in them.",female
"All’s one. Good faith, how foolish are our minds!",female
"If I do die before thee, prithee, shroud me",female
In one of those same sheets.,female
"My mother had a maid call’d Barbary,",female
"She was in love, and he she lov’d prov’d mad",female
"And did forsake her. She had a song of “willow”,",female
"An old thing ’twas, but it express’d her fortune,",female
And she died singing it. That song tonight,female
Will not go from my mind. I have much to do,female
But to go hang my head all at one side,female
And sing it like poor Barbary. Prithee dispatch.,female
"No, unpin me here.",female
This Lodovico is a proper man.,female
He speaks well.,female
,female
"_The poor soul sat sighing by a sycamore tree,",female
Sing all a green willow.,female
"Her hand on her bosom, her head on her knee,",female
"Sing willow, willow, willow.",female
"The fresh streams ran by her, and murmur’d her moans,",female
"Sing willow, willow, willow;",female
"Her salt tears fell from her, and soften’d the stones;—_",female
Lay by these:—,female
,female
"_Sing willow, willow, willow._",female
Prithee hie thee. He’ll come anon.,female
,female
_Sing all a green willow must be my garland.,female
"Let nobody blame him, his scorn I approve,—_",female
"Nay, that’s not next. Hark! who is’t that knocks?",female
,female
_I call’d my love false love; but what said he then?,female
"Sing willow, willow, willow:",female
"If I court mo women, you’ll couch with mo men._",female
So get thee gone; good night. Mine eyes do itch;,female
Doth that bode weeping?,female
"I have heard it said so. O, these men, these men!",female
"Dost thou in conscience think,—tell me, Emilia,—",female
That there be women do abuse their husbands,female
In such gross kind?,female
Wouldst thou do such a deed for all the world?,female
"No, by this heavenly light!",female
Wouldst thou do such a deed for all the world?,female
"In troth, I think thou wouldst not.",female
"Beshrew me, if I would do such a wrong for the whole world.",female
I do not think there is any such woman.,female
"Good night, good night. Heaven me such usage send,",female
"Not to pick bad from bad, but by bad mend!",female
,female
Enter Iago and Roderigo.,female
"Here, stand behind this bulk. Straight will he come.",male
"Wear thy good rapier bare, and put it home.",male
"Quick, quick, fear nothing; I’ll be at thy elbow.",male
"It makes us, or it mars us, think on that,",male
And fix most firm thy resolution.,male
"Here, at thy hand. Be bold, and take thy stand.",male
,male
"I have rubb’d this young quat almost to the sense,",male
"And he grows angry. Now, whether he kill Cassio,",male
"Or Cassio him, or each do kill the other,",male
"Every way makes my gain. Live Roderigo,",male
He calls me to a restitution large,male
"Of gold and jewels that I bobb’d from him,",male
As gifts to Desdemona.,male
"It must not be. If Cassio do remain,",male
He hath a daily beauty in his life,male
"That makes me ugly. And besides, the Moor",male
May unfold me to him; there stand I in much peril.,male
"No, he must die. But so, I hear him coming.",male
Enter Cassio.,male
The voice of Cassio. Iago keeps his word.,male
It is even so.,male
"’Tis he. O brave Iago, honest and just,",male
That hast such noble sense of thy friend’s wrong!,male
"Thou teachest me,—minion, your dear lies dead,",male
"And your unbless’d fate hies. Strumpet, I come!",male
"Forth of my heart those charms, thine eyes, are blotted;",male
"Thy bed, lust-stain’d, shall with lust’s blood be spotted.",male
,male
Enter Lodovico and Gratiano.,male
Who’s there? Whose noise is this that cries on murder?,male
Did not you hear a cry?,male
What’s the matter?,male
What are you here that cry so grievously?,male
"O me, lieutenant! What villains have done this?",male
O treacherous villains!,male
 What are you there?,male
Come in and give some help.,male
O murderous slave! O villain!,male
,male
Kill men i’ the dark! Where be these bloody thieves?,male
How silent is this town! Ho! murder! murder!,male
What may you be? Are you of good or evil?,male
Signior Lodovico?,male
I cry you mercy. Here’s Cassio hurt by villains.,male
"How is’t, brother?",male
"Marry, heaven forbid!",male
"Light, gentlemen, I’ll bind it with my shirt.",male
Enter Bianca.,male
Who is’t that cried?,male
"O notable strumpet! Cassio, may you suspect",male
Who they should be that have thus mangled you?,male
"Lend me a garter. So.—O, for a chair,",male
To bear him easily hence!,male
"Gentlemen all, I do suspect this trash",male
To be a party in this injury.,male
"Patience awhile, good Cassio. Come, come;",male
Lend me a light. Know we this face or no?,male
"Alas, my friend and my dear countryman",male
"Roderigo? No. Yes, sure; O heaven! Roderigo.",male
"Even he, sir. Did you know him?",male
Signior Gratiano? I cry you gentle pardon.,male
"These bloody accidents must excuse my manners,",male
That so neglected you.,male
"How do you, Cassio? O, a chair, a chair!",male
"He, he, ’tis he.",male
,male
"O, that’s well said; the chair.",male
"Some good man bear him carefully from hence,",male
"I’ll fetch the general’s surgeon.  For you, mistress,",male
"Save you your labour. He that lies slain here, Cassio,",male
Was my dear friend. What malice was between you?,male
" What, look you pale?—O, bear him out o’ the air.",male
,male
"Stay you, good gentlemen.—Look you pale, mistress?",male
Do you perceive the gastness of her eye?,male
"Nay, if you stare, we shall hear more anon.",male
"Behold her well. I pray you, look upon her.",male
"Do you see, gentlemen? Nay, guiltiness will speak",male
Though tongues were out of use.,male
Enter Emilia.,male
Cassio hath here been set on in the dark,male
"By Roderigo, and fellows that are ’scap’d.",male
"He’s almost slain, and Roderigo dead.",male
"This is the fruit of whoring. Prithee, Emilia,",male
Go know of Cassio where he supp’d tonight.,male
"What, do you shake at that?",male
"O, did he so? I charge you go with me.",male
"Kind gentlemen, let’s go see poor Cassio dress’d.",male
"Come, mistress, you must tell’s another tale.",male
"Emilia, run you to the citadel,",male
And tell my lord and lady what hath happ’d.,male
Will you go on afore?  This is the night,male
That either makes me or fordoes me quite.,male
,male
Desdemona in bed asleep; a light burning.,male
Enter Othello.,male
"It is the cause, it is the cause, my soul,",male
"Let me not name it to you, you chaste stars!",male
"It is the cause. Yet I’ll not shed her blood,",male
"Nor scar that whiter skin of hers than snow,",male
And smooth as monumental alabaster.,male
"Yet she must die, else she’ll betray more men.",male
"Put out the light, and then put out the light:",male
"If I quench thee, thou flaming minister,",male
"I can again thy former light restore,",male
"Should I repent me. But once put out thy light,",male
"Thou cunning’st pattern of excelling nature,",male
I know not where is that Promethean heat,male
"That can thy light relume. When I have pluck’d thy rose,",male
"I cannot give it vital growth again,",male
It must needs wither. I’ll smell it on the tree.,male
,male
"O, balmy breath, that dost almost persuade",male
"Justice to break her sword! One more, one more.",male
"Be thus when thou art dead, and I will kill thee,",male
"And love thee after. One more, and this the last.",male
"So sweet was ne’er so fatal. I must weep,",male
"But they are cruel tears. This sorrow’s heavenly,",male
It strikes where it doth love. She wakes.,male
Who’s there? Othello?,female
"Ay, Desdemona.",male
"Will you come to bed, my lord?",female
"Have you pray’d tonight, Desdemona?",male
"Ay, my lord.",female
If you bethink yourself of any crime,male
"Unreconcil’d as yet to heaven and grace,",male
Solicit for it straight.,male
"Alack, my lord, what may you mean by that?",female
"Well, do it, and be brief, I will walk by.",male
"I would not kill thy unprepared spirit,",male
"No, heaven forfend! I would not kill thy soul.",male
Talk you of killing?,female
"Ay, I do.",male
Then heaven have mercy on me!,female
"Amen, with all my heart!",male
"If you say so, I hope you will not kill me.",female
Hum!,male
"And yet I fear you, for you are fatal then",female
"When your eyes roll so: why I should fear I know not,",female
"Since guiltiness I know not, but yet I feel I fear.",female
Think on thy sins.,male
They are loves I bear to you.,female
"Ay, and for that thou diest.",male
That death’s unnatural that kills for loving.,female
"Alas, why gnaw you so your nether lip?",female
Some bloody passion shakes your very frame.,female
"These are portents; but yet I hope, I hope,",female
They do not point on me.,female
"Peace, and be still!",male
I will so. What’s the matter?,female
"That handkerchief which I so loved and gave thee,",male
Thou gav’st to Cassio.,male
"No, by my life and soul!",female
Send for the man and ask him.,female
"Sweet soul, take heed, take heed of perjury,",male
Thou’rt on thy death-bed.,male
"Ay, but not yet to die.",female
"Yes, presently:",male
Therefore confess thee freely of thy sin.,male
For to deny each article with oath,male
Cannot remove nor choke the strong conception,male
That I do groan withal. Thou art to die.,male
"Then, Lord have mercy on me!",female
"I say, amen.",male
And have you mercy too! I never did,female
"Offend you in my life,	 never lov’d Cassio",female
But with such general warranty of heaven,female
As I might love. I never gave him token.,female
"By heaven, I saw my handkerchief in ’s hand.",male
"O perjur’d woman, thou dost stone my heart,",male
And mak’st me call what I intend to do,male
"A murder, which I thought a sacrifice.",male
I saw the handkerchief.,male
He found it then.,female
I never gave it him. Send for him hither.,female
Let him confess a truth.,female
He hath confess’d.,male
"What, my lord?",female
That he hath us’d thee.,male
How? Unlawfully?,female
Ay.,male
He will not say so.,female
"No, his mouth is stopp’d.",male
Honest Iago hath ta’en order for ’t.,male
"O, my fear interprets! What, is he dead?",female
"Had all his hairs been lives, my great revenge",male
Had stomach for them all.,male
"Alas, he is betray’d, and I undone!",female
"Out, strumpet! Weep’st thou for him to my face?",male
"O, banish me, my lord, but kill me not!",female
"Down, strumpet!",male
"Kill me tomorrow, let me live tonight!",female
"Nay, if you strive,—",male
But half an hour!,female
"Being done, there is no pause.",male
But while I say one prayer!,female
It is too late.,male
,male
What noise is this? Not dead? Not yet quite dead?,male
"I that am cruel am yet merciful,",male
I would not have thee linger in thy pain.,male
"So, so.",male
Who’s there?,male
"Yes. ’Tis Emilia, by and by. She’s dead.",male
’Tis like she comes to speak of Cassio’s death;,male
The noise was high.—Ha! no more moving?,male
Still as the grave. Shall she come in? Were’t good?,male
I think she stirs again; no. What’s best to do?,male
"If she come in, she’ll sure speak to my wife.",male
My wife! my wife! what wife? I have no wife.,male
"O, insupportable! O heavy hour!",male
Methinks it should be now a huge eclipse,male
"Of sun and moon, and that the affrighted globe",male
Should yawn at alteration.,male
"I had forgot thee: O, come in, Emilia.",male
"Soft, by and by; let me the curtains draw.",male
Where art thou?,male
,male
Enter Emilia.,male
What’s the matter with thee now?,male
"What, now?",male
"It is the very error of the moon,",male
She comes more nearer earth than she was wont,male
And makes men mad.,male
Roderigo kill’d?,male
And Cassio kill’d?,male
"Not Cassio kill’d! Then murder’s out of tune,",male
And sweet revenge grows harsh.,male
"O, falsely, falsely murder’d!",female
That? What?,male
A guiltless death I die.,female
Nobody; I myself. Farewell.,female
"Commend me to my kind lord. O, farewell!",female
,female
"Why, how should she be murder’d?",male
"You heard her say herself, it was not I.",male
"She’s like a liar, gone to burning hell.",male
’Twas I that kill’d her.,male
"She turn’d to folly, and she was a whore.",male
She was false as water.,male
Cassio did top her; ask thy husband else.,male
"O, I were damn’d beneath all depth in hell,",male
But that I did proceed upon just grounds,male
To this extremity. Thy husband knew it all.,male
Thy husband.,male
"Ay, with Cassio. Nay, had she been true,",male
If heaven would make me such another world,male
"Of one entire and perfect chrysolite,",male
I’d not have sold her for it.,male
"Ay, ’twas he that told me first.",male
"An honest man he is, and hates the slime",male
That sticks on filthy deeds.,male
"What needs this iterance, woman? I say thy husband.",male
"He, woman;",male
I say thy husband: dost understand the word?,male
"My friend, thy husband, honest, honest Iago.",male
Ha!,male
"Peace, you were best.",male
"I told him what I thought, and told no more",male
Than what he found himself was apt and true.,male
I did.,male
"With Cassio, mistress. Go to, charm your tongue.",male
"Nay, stare not, masters, it is true indeed.",male
"What, are you mad? I charge you, get you home.",male
O! O! O!,male
,male
" O, she was foul!",male
"I scarce did know you, uncle, there lies your niece,",male
Whose breath indeed these hands have newly stopp’d.,male
I know this act shows horrible and grim.,male
’Tis pitiful. But yet Iago knows,male
That she with Cassio hath the act of shame,male
"A thousand times committed; Cassio confess’d it,",male
And she did gratify his amorous works,male
With that recognizance and pledge of love,male
Which I first gave her; I saw it in his hand.,male
"It was a handkerchief, an antique token",male
My father gave my mother.,male
"Come, hold your peace.",male
"Be wise, and get you home.",male
Villanous whore!,male
"Filth, thou liest!",male
"I am not valiant neither,",male
But every puny whipster gets my sword.,male
But why should honour outlive honesty?,male
Let it go all.,male
"I have another weapon in this chamber,",male
"It is a sword of Spain, the ice-brook’s temper.",male
"O, here it is. Uncle, I must come forth.",male
"Look in upon me then, and speak with me,",male
"Or, naked as I am, I will assault thee.",male
Enter Gratiano.,male
"Behold, I have a weapon.",male
A better never did itself sustain,male
Upon a soldier’s thigh: I have seen the day,male
That with this little arm and this good sword,male
I have made my way through more impediments,male
"Than twenty times your stop. But, O vain boast!",male
Who can control his fate? ’Tis not so now.,male
"Be not afraid, though you do see me weapon’d.",male
"Here is my journey’s end, here is my butt,",male
And very sea-mark of my utmost sail.,male
Do you go back dismay’d? ’Tis a lost fear.,male
"Man but a rush against Othello’s breast,",male
And he retires. Where should Othello go?,male
"Now, how dost thou look now? O ill-starr’d wench,",male
"Pale as thy smock, when we shall meet at compt,",male
"This look of thine will hurl my soul from heaven,",male
"And fiends will snatch at it. Cold, cold, my girl!",male
Even like thy chastity.,male
"O cursed, cursed slave! Whip me, ye devils,",male
From the possession of this heavenly sight!,male
"Blow me about in winds, roast me in sulphur,",male
Wash me in steep-down gulfs of liquid fire!,male
"O Desdemon! Dead, Desdemon! dead! Oh, oh!",male
"Enter Lodovico, Montano, Cassio carried in a chair, and Officers with",male
Iago prisoner.,male
That’s he that was Othello. Here I am.,male
I look down towards his feet; but that’s a fable.,male
"If that thou be’st a devil, I cannot kill thee.",male
,male
"I bleed, sir, but not kill’d.",male
"I am not sorry neither. I’d have thee live,",male
For in my sense ’tis happiness to die.,male
"Why, anything;",male
"An honourable murderer, if you will.",male
"For naught did I in hate, but all in honour.",male
Ay.,male
"I do believe it, and I ask your pardon.",male
"Will you, I pray, demand that demi-devil",male
Why he hath thus ensnar’d my soul and body?,male
"Demand me nothing. What you know, you know.",male
From this time forth I never will speak word.,male
"Well, thou dost best.",male
O villain!,male
O the pernicious caitiff!,male
